ward,street_number,street_name,street_type,quadrant,square_suffix_lot,full_address
8,1721,MINNESOTA,AVE,SE,5614 0005,"1721 MINNESOTA AVE SE Washington, DC"
8,1900,18TH,ST,SE,5618 0008,"1900 18TH ST SE Washington, DC"
8,1950,GOOD HOPE,RD,SE,5618S 0001,"1950 GOOD HOPE RD SE Washington, DC"
8,2200,U,PL,SE,5619 0009,"2200 U PL SE Washington, DC"
8,2109,R,ST,SE,5622 0073,"2109 R ST SE Washington, DC"
8,2403,NAYLOR,RD,SE,5624 0821,"2403 NAYLOR RD SE Washington, DC"
8,2418,SOUTHERN,AVE,SE,5724W 0001,"2418 SOUTHERN AVE SE Washington, DC"
8,3446,24TH,ST,SE,5724W 0022,"3446 24TH ST SE Washington, DC"
8,1411,RIDGE,PL,SE,5724W 0031,"1411 RIDGE PL SE Washington, DC"
8,3427,25TH,ST,SE,5724W 0065,"3427 25TH ST SE Washington, DC"
8,2907,GAINESVILLE,ST,SE,5729 0073,"2907 GAINESVILLE ST SE Washington, DC"
8,2905,30TH,ST,SE,5729 0818,"2905 30TH ST SE Washington, DC"
8,2817,BUENA VISTA TER SE,TER,SE,5729W 0001,"2817 BUENA VISTA TER SE TER SE Washington, DC"
8,2477,ALABAMA,AVE,SE,5730 0199,"2477 ALABAMA AVE SE Washington, DC"
8,2481,ALABAMA,AVE,SE,5730 0201,"2481 ALABAMA AVE SE Washington, DC"
8,2549,ALABAMA,AVE,SE,5730 0885,"2549 ALABAMA AVE SE Washington, DC"
8,2721,NAYLOR,RD,SE,5733 0800,"2721 NAYLOR RD SE Washington, DC"
8,2316,GREEN,ST,SE,5754 0062,"2316 GREEN ST SE Washington, DC"
8,1625,W,ST,SE,5755 0119,"1625 W ST SE Washington, DC"
8,1763,W,ST,SE,5755 0826,"1763 W ST SE Washington, DC"
8,1626,U,ST,SE,5765 0868,"1626 U ST SE Washington, DC"
8,1604,U,ST,SE,5765 0879,"1604 U ST SE Washington, DC"
8,1435,GOOD HOPE,RD,SE,5767 1021,"1435 GOOD HOPE RD SE Washington, DC"
8,1924,MARTIN LUTHER KING JR,AVE,SE,5769 1018,"1924 MARTIN LUTHER KING JR AVE SE Washington, DC"
8,1531,U,ST,SE,5776 0812,"1531 U ST SE Washington, DC"
8,1631,U,ST,SE,5777 0814,"1631 U ST SE Washington, DC"
8,2102,16TH,ST,SE,5778 0116,"2102 16TH ST SE Washington, DC"
8,1338,W,ST,SE,5781 0801,"1338 W ST SE Washington, DC"
8,2116,13TH,ST,SE,5781 0809,"2116 13TH ST SE Washington, DC"
8,1131,CHICAGO,ST,SE,5790 0016,"1131 CHICAGO ST SE Washington, DC"
8,2243,14TH,ST,SE,5793 0163,"2243 14TH ST SE Washington, DC"
8,1334,VALLEY,PL,SE,5799 0847,"1334 VALLEY PL SE Washington, DC"
8,1364,VALLEY,PL,SE,5799 0984,"1364 VALLEY PL SE Washington, DC"
8,2242,MOUNT VIEW,PL,SE,5801 0899,"2242 MOUNT VIEW PL SE Washington, DC"
8,1311,MAPLE VIEW,PL,SE,5803 0883,"1311 MAPLE VIEW PL SE Washington, DC"
8,1303,MAPLE VIEW,PL,SE,5803 0892,"1303 MAPLE VIEW PL SE Washington, DC"
8,2314,CHESTER,ST,SE,5804 0916,"2314 CHESTER ST SE Washington, DC"
8,1213,MORRIS,RD,SE,5805 0807,"1213 MORRIS RD SE Washington, DC"
8,1330,DEXTER,TER,SE,5807 0882,"1330 DEXTER TER SE Washington, DC"
8,1350,DEXTER,TER,SE,5807 0922,"1350 DEXTER TER SE Washington, DC"
8,1503,MORRIS,RD,SE,5809 0169,"1503 MORRIS RD SE Washington, DC"
8,1412,MORRIS,RD,SE,5810 0009,"1412 MORRIS RD SE Washington, DC"
8,1401,BANGOR,ST,SE,5810 0014,"1401 BANGOR ST SE Washington, DC"
8,1433,BANGOR,ST,SE,5811 0042,"1433 BANGOR ST SE Washington, DC"
8,1480,BANGOR,ST,SE,5814 0030,"1480 BANGOR ST SE Washington, DC"
8,1824,GAINESVILLE,ST,SE,5821 0803,"1824 GAINESVILLE ST SE Washington, DC"
8,2529,18TH,ST,SE,5822 0824,"2529 18TH ST SE Washington, DC"
8,2407,17TH,PL,SE,5823 0047,"2407 17TH PL SE Washington, DC"
8,1712,FRANKFORD,ST,SE,5823 0074,"1712 FRANKFORD ST SE Washington, DC"
8,2478,ALABAMA,AVE,SE,5844 0818,"2478 ALABAMA AVE SE Washington, DC"
8,2422,ALABAMA,AVE,SE,5845 0072,"2422 ALABAMA AVE SE Washington, DC"
8,2420,ALABAMA,AVE,SE,5845 0073,"2420 ALABAMA AVE SE Washington, DC"
8,3105,22ND,ST,SE,5852 0015,"3105 22ND ST SE Washington, DC"
8,2609,WADE,RD,SE,5865 0222,"2609 WADE RD SE Washington, DC"
8,2625,WADE,RD,SE,5865 0932,"2625 WADE RD SE Washington, DC"
8,2633,WADE,RD,SE,5865 0939,"2633 WADE RD SE Washington, DC"
8,2800,POMEROY,RD,SE,5868 0138,"2800 POMEROY RD SE Washington, DC"
8,1331,TALBERT,TER,SE,5869 1057,"1331 TALBERT TER SE Washington, DC"
8,2407,POMEROY,RD,SE,5872 0916,"2407 POMEROY RD SE Washington, DC"
8,2529,ELVANS,RD,SE,5873 0058,"2529 ELVANS RD SE Washington, DC"
8,1737,STANTON,TER,SE,5881S 0005,"1737 STANTON TER SE Washington, DC"
8,1453,CONGRESS,PL,SE,5889 0011,"1453 CONGRESS PL SE Washington, DC"
8,1457,CONGRESS,PL,SE,5889 0012,"1457 CONGRESS PL SE Washington, DC"
8,1436,CONGRESS,PL,SE,5889 0034,"1436 CONGRESS PL SE Washington, DC"
8,3206,15TH,PL,SE,5890 0128,"3206 15TH PL SE Washington, DC"
8,1912,SAVANNAH,PL,SE,5892 0077,"1912 SAVANNAH PL SE Washington, DC"
8,3307,22ND,ST,SE,5895 0049,"3307 22ND ST SE Washington, DC"
8,3466,23RD,ST,SE,5896 0021,"3466 23RD ST SE Washington, DC"
8,3443,24TH,ST,SE,5896 0082,"3443 24TH ST SE Washington, DC"
8,3445,23RD,ST,SE,5897 0027,"3445 23RD ST SE Washington, DC"
8,3502,21ST,ST,SE,5898 0084,"3502 21ST ST SE Washington, DC"
8,3400,19TH,ST,SE,5900 0055,"3400 19TH ST SE Washington, DC"
8,2020,TREMONT,ST,SE,5900 0090,"2020 TREMONT ST SE Washington, DC"
8,1841,ALABAMA,AVE,SE,5901 0804,"1841 ALABAMA AVE SE Washington, DC"
8,1925,VALLEY,TER,SE,5905 0076,"1925 VALLEY TER SE Washington, DC"
8,1230,BARNABY,TER,SE,5921 0850,"1230 BARNABY TER SE Washington, DC"
8,4304,WHEELER,RD,SE,5922 0097,"4304 WHEELER RD SE Washington, DC"
8,1028,SOUTHERN,AVE,SE,5922 0142,"1028 SOUTHERN AVE SE Washington, DC"
8,1329,BARNABY,TER,SE,5923 0021,"1329 BARNABY TER SE Washington, DC"
8,1301,BARNABY,TER,SE,5923 0052,"1301 BARNABY TER SE Washington, DC"
8,4308,9TH,ST,SE,5924 0140,"4308 9TH ST SE Washington, DC"
8,1213,SAVANNAH,ST,SE,5937 0057,"1213 SAVANNAH ST SE Washington, DC"
8,1215,SAVANNAH,ST,SE,5937 0058,"1215 SAVANNAH ST SE Washington, DC"
8,910,SAVANNAH,ST,SE,5943 0032,"910 SAVANNAH ST SE Washington, DC"
8,2904,MARTIN LUTHER KING JR,AVE,SE,5951 0037,"2904 MARTIN LUTHER KING JR AVE SE Washington, DC"
8,655,LEBAUM,ST,SE,5951 0805,"655 LEBAUM ST SE Washington, DC"
8,612,RALEIGH,PL,SE,5952 0010,"612 RALEIGH PL SE Washington, DC"
8,612,ALABAMA,AVE,SE,5954 0018,"612 ALABAMA AVE SE Washington, DC"
8,646,ALABAMA,AVE,SE,5954 0808,"646 ALABAMA AVE SE Washington, DC"
8,3322,OXON RUN,RD,SE,5957 0078,"3322 OXON RUN RD SE Washington, DC"
8,712,CONGRESS,ST,SE,5958 0045,"712 CONGRESS ST SE Washington, DC"
8,767,UPSAL,ST,SE,5960 0017,"767 UPSAL ST SE Washington, DC"
8,718,MISSISSIPPI,AVE,SE,5960 0052,"718 MISSISSIPPI AVE SE Washington, DC"
8,409,SAVANNAH,ST,SE,5971 0034,"409 SAVANNAH ST SE Washington, DC"
8,3215,6TH,ST,SE,5976 0803,"3215 6TH ST SE Washington, DC"
8,542,OAKWOOD,ST,SE,5985 0044,"542 OAKWOOD ST SE Washington, DC"
8,355,PARKLAND,PL,SE,5988 0078,"355 PARKLAND PL SE Washington, DC"
8,3208,BROTHERS,PL,SE,5990 0810,"3208 BROTHERS PL SE Washington, DC"
8,409,OAKWOOD,ST,SE,5994 0007,"409 OAKWOOD ST SE Washington, DC"
8,404,ORANGE,ST,SE,5994 0046,"404 ORANGE ST SE Washington, DC"
8,408,NEWCOMB,ST,SE,5996 0047,"408 NEWCOMB ST SE Washington, DC"
8,400,NEWCOMB,ST,SE,5996 0805,"400 NEWCOMB ST SE Washington, DC"
8,420,MELLON,ST,SE,5997 0050,"420 MELLON ST SE Washington, DC"
8,214,NEWCOMB,ST,SE,5998 0808,"214 NEWCOMB ST SE Washington, DC"
8,509,OAKWOOD,ST,SE,6001 0030,"509 OAKWOOD ST SE Washington, DC"
8,3309,MARTIN LUTHER KING JR,AVE,SE,6004E 0005,"3309 MARTIN LUTHER KING JR AVE SE Washington, DC"
8,3342,BROTHERS,PL,SE,6004E 0045,"3342 BROTHERS PL SE Washington, DC"
8,115,TRENTON,PL,SE,6068 0807,"115 TRENTON PL SE Washington, DC"
8,3521,BROTHERS,PL,SE,6068 0820,"3521 BROTHERS PL SE Washington, DC"
8,50,MISSISSIPPI,AVE,SE,6116 0001,"50 MISSISSIPPI AVE SE Washington, DC"
8,3812,1ST,ST,SE,6117 0813,"3812 1ST ST SE Washington, DC"
8,800,XENIA,ST,SE,6123 0073,"800 XENIA ST SE Washington, DC"
8,477,VALLEY,AVE,SE,6126 0055,"477 VALLEY AVE SE Washington, DC"
8,497,VALLEY,AVE,SE,6126 0062,"497 VALLEY AVE SE Washington, DC"
8,116,YUMA,ST,SE,6128 0025,"116 YUMA ST SE Washington, DC"
8,114,YUMA,ST,SE,6128 0026,"114 YUMA ST SE Washington, DC"
8,125,XENIA,ST,SE,6128 0064,"125 XENIA ST SE Washington, DC"
8,128,YUMA,ST,SE,6128 0073,"128 YUMA ST SE Washington, DC"
8,3839,HALLEY,TER,SE,6129 0821,"3839 HALLEY TER SE Washington, DC"
8,3934,1ST,ST,SW,6149 0009,"3934 1ST ST SW Washington, DC"
8,129,YUMA,ST,SE,6152 0057,"129 YUMA ST SE Washington, DC"
8,819,YUMA,ST,SE,6157 0052,"819 YUMA ST SE Washington, DC"
8,816,HR,DR,SE,6159 0863,"816 HR DR SE Washington, DC"
8,826,H R,DR,SE,6159 0868,"826 H R DR SE Washington, DC"
8,851,MONTERIA,CT,SE,6159 0895,"851 MONTERIA CT SE Washington, DC"
8,618,CHESAPEAKE,ST,SE,6164 0051,"618 CHESAPEAKE ST SE Washington, DC"
8,420,CHESAPEAKE,ST,SE,6165 0808,"420 CHESAPEAKE ST SE Washington, DC"
8,413,ATLANTIC,ST,SE,6166 0800,"413 ATLANTIC ST SE Washington, DC"
8,103,BRANDYWINE,PL,SW,6173 0022,"103 BRANDYWINE PL SW Washington, DC"
8,137,DANBURY,ST,SW,6201 0917,"137 DANBURY ST SW Washington, DC"
8,613,FORRESTER,ST,SE,6212 0022,"613 FORRESTER ST SE Washington, DC"
8,137,DARRINGTON,ST,SW,6223 0003,"137 DARRINGTON ST SW Washington, DC"
8,101,DARRINGTON,ST,SW,6223 0038,"101 DARRINGTON ST SW Washington, DC"
8,120,DARRINGTON,ST,SW,6223S 0009,"120 DARRINGTON ST SW Washington, DC"
8,78,DARRINGTON,ST,SW,6223S 0023,"78 DARRINGTON ST SW Washington, DC"
8,70,DARRINGTON,ST,SW,6223S 0026,"70 DARRINGTON ST SW Washington, DC"
8,85,ELMIRA,ST,SW,6223S 0044,"85 ELMIRA ST SW Washington, DC"
8,68,FORRESTER,ST,SW,6239 0058,"68 FORRESTER ST SW Washington, DC"
8,95,FORRESTER,ST,SW,6240 0030,"95 FORRESTER ST SW Washington, DC"
8,714,BONINI,RD,SE,6249 0808,"714 BONINI RD SE Washington, DC"
8,640,SOUTHERN,AVE,SE,6250 0001,"640 SOUTHERN AVE SE Washington, DC"
8,135,JOLIET,ST,SW,6254 0026,"135 JOLIET ST SW Washington, DC"
8,623,ALABAMA,AVE,SE,PAR 02350066,"623 ALABAMA AVE SE Washington, DC"
8,2314,Park,PL,SE,5578 0002,"2314 Park PL SE Washington, DC"
