project_name,start_date,end_date,dslbd_proposed_budget,dslbd_approved_budget,non-dslbd_budget,total_proposed_project_costs,total_amount_submitted_by_grantee,total_cbe_expense_amount,approved_expenses,remaining_dslbd_funds_ytd,add_expense,year,proposal_number,org_code
Halloween Trick or Treat Business Promotion,2017-02-01 00:00:00,2017-09-30 00:00:00,1575.0,1575.0,0,1575.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=798&z=bidp,2017,58,DB CH&MP
Fundraising Training & Assistance,2017-03-01 00:00:00,2017-09-30 00:00:00,5000.0,5000.0,0,5000.0,5000.0,0.0,5000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=748&z=bidp,2017,58,DB CH&MP
Business Recruitment Package,2013-07-01 00:00:00,2013-07-31 00:00:00,4860.0,0.0,0,4860.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=62&z=bh96,2013,7,HDCMS
Annual High Heel Race,2013-09-01 00:00:00,2013-10-31 00:00:00,5500.0,0.0,0,5500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=64&z=bh96,2013,7,HDCMS
Banners,2012-10-01 00:00:00,2013-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=51&z=bh96,2013,7,HDCMS
Farmers market cross promotion,2013-03-01 00:00:00,2013-06-30 00:00:00,1500.0,1500.0,0,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=74&z=bh96,2013,7,HDCMS
Bus Advertsing ,2013-01-01 00:00:00,2013-09-30 00:00:00,863.0,0.0,0,863.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=55&z=bh96,2013,7,HDCMS
Business Needs Assessments,2013-01-01 00:00:00,2013-09-30 00:00:00,4500.0,4500.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=59&z=bh96,2013,7,HDCMS
Holiday Merchant Contest,2012-12-01 00:00:00,2012-12-31 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=69&z=bh96,2013,7,HDCMS
Financial review,2012-10-01 00:00:00,2013-06-30 00:00:00,18000.0,0.0,7000,25000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=141&z=bh96,2013,7,HDCMS
Walking Tour Brochure,2013-06-01 00:00:00,2013-06-30 00:00:00,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=75&z=bh96,2013,7,HDCMS
Monthly News Letter,2012-10-01 00:00:00,2013-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=63&z=bh96,2013,7,HDCMS
Taste of Dupont,2013-02-01 00:00:00,2013-05-31 00:00:00,5625.0,5625.0,1875,7500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=66&z=bh96,2013,7,HDCMS
Street Festivals,2013-06-01 00:00:00,2013-09-30 00:00:00,5000.0,5000.0,5000,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=67&z=bh96,2013,7,HDCMS
Vacant Window Improvements,2013-01-01 00:00:00,2013-09-30 00:00:00,6000.0,6000.0,0,6000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=54&z=bh96,2013,7,HDCMS
ADD-Design Services Program,2013-01-01 00:00:00,2013-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=56&z=bh96,2013,7,HDCMS
Annual Report,2013-03-01 00:00:00,2013-06-30 00:00:00,500.0,500.0,1100,1600.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=73&z=bh96,2013,7,HDCMS
Operate Effective Main Streets Program,2011-10-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,20000,80000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=17&z=bh96,2013,7,HDCMS
Maintain Program Website,2012-10-01 00:00:00,2013-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=70&z=bh96,2013,7,HDCMS
Business Inventory,2012-10-01 00:00:00,2012-09-30 00:00:00,1800.0,1800.0,0,1800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=58&z=bh96,2013,7,HDCMS
Building Owner List,2013-02-01 00:00:00,2013-02-28 00:00:00,1800.0,1800.0,0,1800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=60&z=bh96,2013,7,HDCMS
Newspaper Advertisements,2012-10-01 00:00:00,2013-09-30 00:00:00,4500.0,4500.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=65&z=bh96,2013,7,HDCMS
HDCMS brochure,2013-09-01 00:00:00,2013-09-30 00:00:00,1500.0,1500.0,0,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=57&z=bh96,2013,7,HDCMS
First Friday,2013-05-03 00:00:00,2013-09-30 00:00:00,6000.0,6000.0,1250,7250.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=68&z=bh96,2013,7,HDCMS
DCV serving elders better,2012-10-01 00:00:00,2013-09-30 00:00:00,3500.0,3500.0,0,3500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=72&z=bh96,2013,7,HDCMS
Culinary crawl,2012-10-01 00:00:00,2013-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=71&z=bh96,2013,7,HDCMS
Storefront Improvement Program,2012-10-01 00:00:00,2013-09-30 00:00:00,37580.0,37580.0,32000,69580.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=52&z=bh96,2013,7,HDCMS
TA Implementation ,2012-10-01 00:00:00,2013-09-30 00:00:00,28800.0,28800.0,0,28800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=61&z=bh96,2013,7,HDCMS
Locavore promotion,2013-03-01 00:00:00,2013-09-30 00:00:00,5800.0,5800.0,0,5800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=53&z=bh96,2013,7,HDCMS
Admin,,,51100.0,51100.0,50000,101100.0,26250.0,0.0,26192.31,24907.69,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=914&z=bimg,2018,80,HSMS
Audit & accounting,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=915&z=bimg,2018,80,HSMS
Training & travel,,,3000.0,3000.0,0,3000.0,1687.88,0.0,1687.88,1312.12,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=916&z=bimg,2018,80,HSMS
H Street festival,,,20000.0,20000.0,270000,290000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=917&z=bimg,2018,80,HSMS
Technical assistance ,,,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=919&z=bimg,2018,80,HSMS
Marketing & advertising,,,25000.0,25000.0,0,25000.0,2500.0,0.0,2500.0,22500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=918&z=bimg,2018,80,HSMS
SIP,,,19900.0,19900.0,0,19900.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=920&z=bimg,2018,80,HSMS
Update Commercial Corridor Property/Contact Inventory,2013-01-02 00:00:00,2013-03-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=82&z=bh9q,2013,4,SMS
Business Owner “Meet and Greet” Events,2012-10-01 00:00:00,2013-06-14 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=85&z=bh9q,2013,4,SMS
Shaw Art Walk,2013-01-04 00:00:00,2013-05-31 00:00:00,1500.0,0.0,500,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=91&z=bh9q,2013,4,SMS
Taste of Shaw Event,2013-01-07 00:00:00,2013-06-30 00:00:00,5000.0,0.0,5000,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=80&z=bh9q,2013,4,SMS
SMS Storefront Improvement Program,2013-01-07 00:00:00,2013-07-31 00:00:00,11500.0,0.0,2500,14000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=81&z=bh9q,2013,4,SMS
Upgrade and Maintain Shaw Main Streets Website,2013-01-02 00:00:00,2013-03-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=19&z=bh9q,2013,4,SMS
Shaw Open House Event,2013-05-01 00:00:00,2013-09-30 00:00:00,7173.75,7173.75,0,7173.75,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=79&z=bh9q,2013,4,SMS
Art All Night,2013-01-07 00:00:00,2013-09-30 00:00:00,16376.31,16376.31,30000,46376.31,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=90&z=bh9q,2013,4,SMS
Business Health Checks and Technical Assistance,2013-01-07 00:00:00,2013-05-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=83&z=bh9q,2013,4,SMS
Shaw Main Streets Newsletter,2012-11-30 00:00:00,2013-09-30 00:00:00,10000.0,10000.0,10000,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=78&z=bh9q,2013,4,SMS
Shaw Main Streets Dining and Entertainment Guide,2012-12-07 00:00:00,2013-09-30 00:00:00,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=89&z=bh9q,2013,4,SMS
Social Media and Web Marketing Technical Assistance,2012-12-03 00:00:00,2013-06-30 00:00:00,35328.49,35328.49,0,35328.49,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=84&z=bh9q,2013,4,SMS
Administrative Expenses,2011-10-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,70000,130000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=92&z=bh9q,2013,4,SMS
Shaw Main Streets Business Directory,2012-12-07 00:00:00,2013-09-30 00:00:00,10000.0,10000.0,7500,17500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=88&z=bh9q,2013,4,SMS
Collaborative Cross Promotions: Advertising,2012-10-01 00:00:00,2013-09-30 00:00:00,29668.0,29668.0,0,29668.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=86&z=bh9q,2013,4,SMS
Collaborative Cross Promotions: Flyers,2013-01-01 00:00:00,2013-09-30 00:00:00,5453.45,5453.45,0,5453.45,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=87&z=bh9q,2013,4,SMS
National Main Street Conference,2016-04-01 00:00:00,2016-05-31 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=410&z=bia5,2016,42,NCMS
Board Retreat,2015-10-08 00:00:00,2015-12-31 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=425&z=bia5,2016,42,NCMS
Annual Report,2016-01-01 00:00:00,2016-01-30 00:00:00,1100.0,1100.0,0,1100.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=428&z=bia5,2016,42,NCMS
Business Recruitment Event,2016-03-01 00:00:00,2016-03-31 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=435&z=bia5,2016,42,NCMS
Strategic/Business Plan Continuation,2015-12-01 00:00:00,2016-01-31 00:00:00,14900.0,14900.0,0,14900.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=434&z=bia5,2016,42,NCMS
NMSC Certification Courses,2016-01-01 00:00:00,2016-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=433&z=bia5,2016,42,NCMS
Streetscape Design/Public Art,2016-01-01 00:00:00,2016-03-01 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=431&z=bia5,2016,42,NCMS
Streetscape Lighting Projects,2016-01-01 00:00:00,2016-03-30 00:00:00,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=430&z=bia5,2016,42,NCMS
Art All Night,2016-04-01 00:00:00,2016-09-30 00:00:00,20000.0,20000.0,30000,50000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=429&z=bia5,2016,42,NCMS
Annual Meeting,2016-06-01 00:00:00,2016-06-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=427&z=bia5,2016,42,NCMS
Small Business Saturday,2015-11-25 00:00:00,2015-11-28 00:00:00,5500.0,5500.0,0,5500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=426&z=bia5,2016,42,NCMS
Office Space,2016-01-01 00:00:00,2016-09-30 00:00:00,4500.0,4500.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=424&z=bia5,2016,42,NCMS
Annual Accounting and Audit,2015-10-01 00:00:00,2016-09-30 00:00:00,7000.0,7000.0,3000,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=409&z=bia5,2016,42,NCMS
National Main Street Center Due,2015-10-01 00:00:00,2015-10-01 00:00:00,350.0,0.0,0,350.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=408&z=bia5,2016,42,NCMS
ED Salary,2015-10-01 00:00:00,2016-09-30 00:00:00,33000.0,33000.0,57000,90000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=407&z=bia5,2016,42,NCMS
Vacant Staging Project,2016-01-01 00:00:00,2016-03-31 00:00:00,5500.0,5500.0,0,5500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=432&z=bia5,2016,42,NCMS
Accounting & Financial Services,,,7000.0,7000.0,6140,13140.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=832&z=bief,2018,62,TMS
Executive Director,,,51100.0,51100.0,40100,91200.0,16029.0,0.0,16029.0,35071.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=831&z=bief,2018,62,TMS
Storefront Renovation (pilot),,,32000.0,32000.0,0,32000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=840&z=bief,2018,62,TMS
Storefront Improvement Project small grants,,,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=841&z=bief,2018,62,TMS
Annual Report,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=834&z=bief,2018,62,TMS
Newsletter and surveys,,,3859.0,3859.0,221,4080.0,446.49,0.0,446.49,3412.51,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=833&z=bief,2018,62,TMS
Art All Night,,,15975.0,15975.0,5000,20975.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=838&z=bief,2018,62,TMS
Annual Meeting,,,182.0,182.0,1650,1832.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=835&z=bief,2018,62,TMS
TMS Website,,,790.0,790.0,0,790.0,104.69,0.0,99.0,691.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=836&z=bief,2018,62,TMS
Small Business Technical Assistance Program,,,12000.0,12000.0,0,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=844&z=bief,2018,62,TMS
Quarterly Ribbon Cuttings,,,1850.0,1850.0,0,1850.0,75.0,0.0,75.0,1775.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=843&z=bief,2018,62,TMS
Business Database Maintenance,,,1440.0,1440.0,0,1440.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=845&z=bief,2018,62,TMS
Seasonal Banners,,,7060.0,7060.0,375,7435.0,1270.0,0.0,1270.0,5790.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=839&z=bief,2018,62,TMS
Tenley WinterFest,,,3120.0,3120.0,2831,5951.0,2057.39,0.0,2057.39,1062.61,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=837&z=bief,2018,62,TMS
Fessenden Park,,,500.0,500.0,1000,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=842&z=bief,2018,62,TMS
Training & Technical Assistance - Staff & Board,,,3000.0,3000.0,895,3895.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=846&z=bief,2018,62,TMS
Accounting and Audit,2016-10-01 00:00:00,2017-09-30 00:00:00,7000.0,7000.0,0,7000.0,5120.0,0.0,5120.0,1880.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=756&z=bib4,2017,48,EMMS
Quarterly Annual Campaign,2016-11-01 00:00:00,2017-09-30 00:00:00,0.0,0.0,750,750.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=752&z=bib4,2017,48,EMMS
C Street Plaza Dedication,2017-07-01 00:00:00,2017-08-31 00:00:00,0.0,0.0,500,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=766&z=bib4,2017,48,EMMS
Designation Ceremony,2017-03-03 00:00:00,2017-03-03 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=754&z=bib4,2017,48,EMMS
Advertising and Marketing,2016-11-01 00:00:00,2017-09-30 00:00:00,900.0,900.0,0,900.0,712.0,0.0,712.0,188.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=768&z=bib4,2017,48,EMMS
Staff and Board Training,2016-11-01 00:00:00,2017-09-30 00:00:00,40000.0,40000.0,0,40000.0,41748.03,0.0,40000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=755&z=bib4,2017,48,EMMS
EMMS Branding and Map,2017-02-01 00:00:00,2017-09-30 00:00:00,12000.0,12000.0,1500,13500.0,12000.0,0.0,12000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=761&z=bib4,2017,48,EMMS
Database and Website Management ,2016-10-01 00:00:00,2017-09-30 00:00:00,1500.0,1500.0,0,1500.0,1082.81,0.0,1082.81,417.19,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=753&z=bib4,2017,48,EMMS
Advertising Grant Program,2016-11-01 00:00:00,2017-09-30 00:00:00,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=770&z=bib4,2017,48,EMMS
Improvement Grants,2016-11-01 00:00:00,2017-09-30 00:00:00,20000.0,20000.0,0,20000.0,20000.0,0.0,20000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=757&z=bib4,2017,48,EMMS
Administrative and Operating Costs,2016-11-01 00:00:00,2017-09-30 00:00:00,78450.0,78450.0,27322,105772.0,80000.0,0.0,80000.0,-1550.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=751&z=bib4,2017,48,EMMS
Economic Development Assessment,2017-01-02 00:00:00,2017-09-30 00:00:00,5000.0,5000.0,0,5000.0,4000.0,0.0,4000.0,1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=759&z=bib4,2017,48,EMMS
"Business Surveys, Census, and Roundtables",2016-11-01 00:00:00,2017-09-30 00:00:00,2000.0,2000.0,0,2000.0,2180.0,0.0,2180.0,-180.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=760&z=bib4,2017,48,EMMS
Welcome Packets,2017-02-01 00:00:00,2017-03-31 00:00:00,450.0,450.0,0,450.0,221.24,0.0,221.24,228.76,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=762&z=bib4,2017,48,EMMS
Market Week,2016-11-01 00:00:00,2017-09-30 00:00:00,8250.0,8250.0,0,8250.0,10065.48,0.0,10065.48,-1815.48,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=764&z=bib4,2017,48,EMMS
Hard Hats at Hines,2017-05-01 00:00:00,2017-05-31 00:00:00,5000.0,5000.0,5000,10000.0,6426.72,0.0,6426.72,-1426.72,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=765&z=bib4,2017,48,EMMS
Streetscape Assessment and Project Prioritization,2017-01-02 00:00:00,2017-08-31 00:00:00,5000.0,5000.0,1000,6000.0,6000.0,0.0,6000.0,-1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=758&z=bib4,2017,48,EMMS
Night at the Market,2017-09-01 00:00:00,2017-09-30 00:00:00,7650.0,7650.0,0,7650.0,7213.64,0.0,7270.35,379.65,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=767&z=bib4,2017,48,EMMS
Beat the Heat,2017-04-30 00:00:00,2017-05-04 00:00:00,1500.0,1500.0,0,1500.0,1417.18,0.0,1417.18,82.82,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=769&z=bib4,2017,48,EMMS
Fourth of July Movie Day at Eastern Market,2016-10-01 00:00:00,2017-09-30 00:00:00,2500.0,2500.0,0,2500.0,2569.14,0.0,2569.14,-69.14,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=763&z=bib4,2017,48,EMMS
EMMS SBTA Brochure,,,500.0,500.0,0,500.0,149.79,0.0,149.79,350.21,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=808&z=bib4,2017,48,EMMS
Plaque Project,,,1000.0,0.0,0,1000.0,842.0,0.0,842.0,-842.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=830&z=bib4,2017,48,EMMS
Santa Arrives on 8th Street,2016-12-16 00:00:00,2016-12-16 00:00:00,1000.0,1000.0,0,1000.0,1698.1,0.0,1302.42,-302.42,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=620&z=bice,2017,50,BRMS
Signage Grant,2016-10-01 00:00:00,2017-09-30 00:00:00,27500.0,27500.0,0,27500.0,32943.74,0.0,32943.74,-5443.74,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=651&z=bice,2017,50,BRMS
Easter Egg Hunt,2017-04-15 00:00:00,2017-04-15 00:00:00,500.0,500.0,0,500.0,236.23,0.0,236.23,263.77,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=650&z=bice,2017,50,BRMS
Taste of 8th,2017-04-29 00:00:00,2017-04-29 00:00:00,5000.0,5000.0,0,5000.0,5511.29,0.0,5311.81,-311.81,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=627&z=bice,2017,50,BRMS
BRMS Business Map Project,2016-10-01 00:00:00,2017-09-30 00:00:00,4500.0,4500.0,0,4500.0,2059.99,0.0,2059.99,2440.01,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=634&z=bice,2017,50,BRMS
Business Retention - SBTA,2016-10-01 00:00:00,2017-09-30 00:00:00,17500.0,17500.0,0,17500.0,4265.74,0.0,4000.0,13500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=630&z=bice,2017,50,BRMS
Annual Meeting,2017-03-15 00:00:00,2017-03-15 00:00:00,1000.0,1000.0,0,1000.0,3871.9,0.0,2930.2,-1930.2,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=628&z=bice,2017,50,BRMS
Volunteer Recruitment,2016-10-01 00:00:00,2017-09-30 00:00:00,1000.0,1000.0,0,1000.0,402.5,0.0,402.5,597.5,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=649&z=bice,2017,50,BRMS
Light Pole Banners,2016-10-01 00:00:00,2017-09-30 00:00:00,4000.0,4000.0,0,4000.0,275.0,0.0,275.0,3725.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=626&z=bice,2017,50,BRMS
Outreach to Business,2017-01-01 00:00:00,2017-03-31 00:00:00,2500.0,2500.0,0,2500.0,2881.61,0.0,2881.61,-381.61,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=622&z=bice,2017,50,BRMS
ED Salary,2016-10-01 00:00:00,2017-09-30 00:00:00,38700.0,38700.0,0,38700.0,38700.0,0.0,38700.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=621&z=bice,2017,50,BRMS
