project_name,start_date,end_date,dslbd_proposed_budget,dslbd_approved_budget,non-dslbd_budget,total_proposed_project_costs,total_amount_submitted_by_grantee,total_cbe_expense_amount,approved_expenses,remaining_dslbd_funds_ytd,add_expense,year,proposal_number,org_code
Social Media Consultant,,,20000.0,20000.0,5000,25000.0,1000.0,0.0,500.0,19500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=856&z=biem,2018,63,VNMS
Van Ness Pop Ups,,,15000.0,15000.0,5000,20000.0,4984.0,0.0,4984.0,10016.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=853&z=biem,2018,63,VNMS
Jazz@VN,,,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=848&z=biem,2018,63,VNMS
Storefront Improvements sub grants,,,25470.0,25470.0,2000,27470.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=851&z=biem,2018,63,VNMS
Training-Travel,,,2000.0,2000.0,500,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=859&z=biem,2018,63,VNMS
Training-Registration,,,1000.0,1000.0,0,1000.0,350.0,0.0,350.0,650.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=858&z=biem,2018,63,VNMS
Business to Business Breakfasts,,,200.0,200.0,0,200.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=854&z=biem,2018,63,VNMS
Farmers Market,,,2500.0,2500.0,3000,5500.0,850.0,0.0,850.0,1650.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=847&z=biem,2018,63,VNMS
Annual Meeting,,,500.0,500.0,1000,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=849&z=biem,2018,63,VNMS
Wayfinding,,,25000.0,25000.0,25000,50000.0,350.0,0.0,350.0,24650.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=852&z=biem,2018,63,VNMS
Executive Director,,,51100.0,51100.0,40000,91100.0,16766.68,0.0,16766.68,34333.32,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=969&z=bie5,2018,66,DCH
MS Conference Travel,,,2000.0,2000.0,0,2000.0,2393.43,0.0,0.0,2000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=924&z=bie5,2018,66,DCH
Certified Audit,,,2500.0,2500.0,5000,7500.0,350.0,0.0,0.0,2500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=960&z=bie5,2018,66,DCH
SIPS,,,14400.0,14400.0,10000,24400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=922&z=bie5,2018,66,DCH
"DCH Monthly Newsletter, Social Media & Website Maintenance & Updates",,,6000.0,6000.0,6000,12000.0,3166.0,0.0,3166.0,2834.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=967&z=bie5,2018,66,DCH
Store Front Redesign Consultant,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=964&z=bie5,2018,66,DCH
Small Business Workshops,,,5000.0,5000.0,20000,25000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=966&z=bie5,2018,66,DCH
Marketing & Branding Packages,,,5000.0,5000.0,3000,8000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=921&z=bie5,2018,66,DCH
MS Conference Registration,,,1000.0,1000.0,0,1000.0,1290.0,0.0,0.0,1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=959&z=bie5,2018,66,DCH
DCH Branding & Place Making Improvements,,,10000.0,10000.0,5000,15000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=961&z=bie5,2018,66,DCH
"Printing, Office Supplies & Consumables",,,2000.0,0.0,16800,18800.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=962&z=bie5,2018,66,DCH
Destination Congress Heights Business Corridor Summer Music Series,,,14000.0,14000.0,10000,24000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=963&z=bie5,2018,66,DCH
Made in Ward 8 / Congress Heights - Creative Place maing Pop-Ups,,,16000.0,16000.0,10000,26000.0,1278.36,0.0,1278.36,14721.64,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=923&z=bie5,2018,66,DCH
Art All Night 2018,,,11000.0,11000.0,35000,46000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=968&z=bie5,2018,66,DCH
DCH Corridor Ambassadors ,,,5000.0,5000.0,0,5000.0,226.12,0.0,226.12,4773.88,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=965&z=bie5,2018,66,DCH
Executive Director Salary,,,51000.0,51000.0,39000,90000.0,22500.0,0.0,22500.0,28500.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=971&z=bimn,2018,81,NCMS
ED Training/Conference,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1046&z=bimn,2018,81,NCMS
Chili Challenge,,,5500.0,5500.0,0,5500.0,4000.0,0.0,3969.08,1530.92,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1043&z=bimn,2018,81,NCMS
Accounting/Audit,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1048&z=bimn,2018,81,NCMS
Pop-Up Events,,,12500.0,12500.0,10000,22500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1045&z=bimn,2018,81,NCMS
Marketing & Advertising,,,9500.0,9500.0,0,9500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1047&z=bimn,2018,81,NCMS
Taste of NC,,,13000.0,13000.0,16000,29000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1044&z=bimn,2018,81,NCMS
Website Maintenance,,,3500.0,3500.0,0,3500.0,91.12,0.0,71.12,3428.88,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1049&z=bimn,2018,81,NCMS
Technical Assistance,,,41000.0,41000.0,0,41000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1042&z=bimn,2018,81,NCMS
Operations,,,17500.0,17500.0,0,17500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1080&z=big5,2018,71,UMS
Professional dues & membership,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1081&z=big5,2018,71,UMS
Staff /volunteer travel,,,2000.0,2000.0,0,2000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1082&z=big5,2018,71,UMS
Training,,,12000.0,12000.0,0,12000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1083&z=big5,2018,71,UMS
Audit & Accounting,,,7000.0,7000.0,0,7000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1084&z=big5,2018,71,UMS
Storefront Improvement Program,,,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1086&z=big5,2018,71,UMS
Sub-grants to Business Owners,,,25000.0,25000.0,0,25000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1092&z=big5,2018,71,UMS
Corridor Business Map ,,,4500.0,4500.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1091&z=big5,2018,71,UMS
Executive Director Salary,,,55000.0,55000.0,5000,60000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1079&z=big5,2018,71,UMS
Events,,,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1087&z=big5,2018,71,UMS
Print and Electronic Communications,,,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1088&z=big5,2018,71,UMS
Logo and Website,,,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1089&z=big5,2018,71,UMS
Advertising,,,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=1090&z=big5,2018,71,UMS
Outreach to Business,2015-01-01 00:00:00,2015-03-31 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=270&z=bh7z,2015,19,BRMS
Signage Grant,2014-10-01 00:00:00,2015-09-30 00:00:00,30000.0,30000.0,0,30000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=278&z=bh7z,2015,19,BRMS
Annual Meeting,2015-01-01 00:00:00,2015-03-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=281&z=bh7z,2015,19,BRMS
BRMS Business Map Project,2014-10-01 00:00:00,2015-09-30 00:00:00,4500.0,4500.0,0,4500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=269&z=bh7z,2015,19,BRMS
Business Retention-SBTA,2014-10-01 00:00:00,2015-09-30 00:00:00,17500.0,17500.0,0,17500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=280&z=bh7z,2015,19,BRMS
Business Retention,2014-10-01 00:00:00,2015-09-30 00:00:00,20000.0,20000.0,0,20000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=279&z=bh7z,2015,19,BRMS
Share Ad Campaign,2014-10-01 00:00:00,2015-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=277&z=bh7z,2015,19,BRMS
Volunteer Recruitment,2014-10-01 00:00:00,2015-09-30 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=276&z=bh7z,2015,19,BRMS
Taste of 8th,2015-01-01 00:00:00,2015-05-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=275&z=bh7z,2015,19,BRMS
Easter Egg Hunt,2015-03-30 00:00:00,2015-04-30 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=274&z=bh7z,2015,19,BRMS
ED Salary,2014-10-01 00:00:00,2015-09-30 00:00:00,37500.0,37500.0,0,37500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=272&z=bh7z,2015,19,BRMS
Light pole banners,2014-10-01 00:00:00,2015-09-30 00:00:00,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=271&z=bh7z,2015,19,BRMS
Santa Arrives on 8th Street,2014-11-01 00:00:00,2014-12-31 00:00:00,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=273&z=bh7z,2015,19,BRMS
Design Principles,2016-12-01 00:00:00,2017-09-30 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=702&z=bibf,2017,43,VNMS
Accounting Services,2016-10-01 00:00:00,2017-09-29 00:00:00,7000.0,7000.0,0,7000.0,12190.0,0.0,7000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=721&z=bibf,2017,43,VNMS
Administration,2016-10-01 00:00:00,2017-09-30 00:00:00,38700.0,38700.0,60585,99285.0,38700.0,0.0,38700.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=722&z=bibf,2017,43,VNMS
NW Arts Conference,2017-03-25 00:00:00,2016-11-25 00:00:00,0.0,0.0,250,250.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=654&z=bibf,2017,43,VNMS
Albemarle Corner Improvements,2016-11-01 00:00:00,2017-09-30 00:00:00,21530.21,21530.21,0,21530.21,21530.21,0.0,21530.21,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=701&z=bibf,2017,43,VNMS
Workplan Training ,,,2310.0,2310.0,0,2310.0,2310.0,0.0,2310.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=862&z=bibf,2017,43,VNMS
Barks and Brews,,,3404.96,3404.96,4000,7404.96,3404.96,0.0,3404.96,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=861&z=bibf,2017,43,VNMS
National Main Street Membership & Conference,2017-05-01 00:00:00,2017-07-01 00:00:00,2134.69,2134.69,0,2134.69,2134.69,0.0,2134.69,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=720&z=bibf,2017,43,VNMS
Downtown Diva Membership renewals,2016-10-01 00:00:00,2017-09-29 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=714&z=bibf,2017,43,VNMS
Jazz@VN,2016-11-01 00:00:00,2017-09-30 00:00:00,3317.49,3317.49,0,3317.49,3317.49,0.0,3317.49,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=697&z=bibf,2017,43,VNMS
Restaurant Consultant,2017-02-01 00:00:00,2017-09-29 00:00:00,4650.0,4650.0,0,4650.0,4650.0,0.0,4650.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=717&z=bibf,2017,43,VNMS
Van Ness Marketing ,2017-02-15 00:00:00,2017-09-30 00:00:00,4519.69,4519.69,0,4519.69,4519.69,0.0,4519.69,-9.0949470177293e-13,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=732&z=bibf,2017,43,VNMS
Online and printed business brochure,2017-01-02 00:00:00,2017-09-29 00:00:00,6253.1,6253.1,0,6253.1,6253.1,0.0,6253.1,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=719&z=bibf,2017,43,VNMS
Wayfinding ,2017-01-01 00:00:00,2017-09-29 00:00:00,3041.83,3041.83,0,3041.83,3041.83,0.0,3041.83,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=704&z=bibf,2017,43,VNMS
Van Ness Pop Ups,2016-10-01 00:00:00,2017-09-29 00:00:00,11405.25,11405.25,0,11405.25,11405.25,0.0,11405.25,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=715&z=bibf,2017,43,VNMS
Retail Study,2017-03-01 00:00:00,2017-09-29 00:00:00,13000.0,13000.0,0,13000.0,13000.0,0.0,13000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=718&z=bibf,2017,43,VNMS
Annual Meeting,2016-12-01 00:00:00,2016-03-30 00:00:00,1451.6,1451.6,0,1451.6,1451.6,0.0,1451.6,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=698&z=bibf,2017,43,VNMS
Farmers Market,2016-10-01 00:00:00,2017-09-30 00:00:00,4328.37,4328.37,0,4328.37,4328.37,0.0,4328.37,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=655&z=bibf,2017,43,VNMS
Holiday Event,2016-11-01 00:00:00,2016-12-15 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=699&z=bibf,2017,43,VNMS
Business to Busness Breakfasts,2016-10-01 00:00:00,2017-09-29 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=716&z=bibf,2017,43,VNMS
Design Improvement Grants,2017-04-01 00:00:00,2017-09-30 00:00:00,0.0,0.0,5000,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=733&z=bibf,2017,43,VNMS
Ribbon Cuttings,2016-10-01 00:00:00,2017-09-30 00:00:00,14.82,14.82,0,14.82,14.82,0.0,14.82,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=700&z=bibf,2017,43,VNMS
Marketing,,,1937.99,1937.99,0,1937.99,1937.99,0.0,1937.99,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=909&z=bibf,2017,43,VNMS
Fund Raising,2016-10-03 00:00:00,2017-09-29 00:00:00,0.0,0.0,0,0.0,6400.0,0.0,0.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=728&z=bib9,2017,49,DHMS
Website Management,2016-10-03 00:00:00,2017-09-29 00:00:00,3500.0,3500.0,1000,4500.0,7650.0,0.0,7650.0,-4150.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=729&z=bib9,2017,49,DHMS
Newsletter/Photographer,2017-01-02 00:00:00,2017-09-29 00:00:00,2500.0,2500.0,1000,3500.0,6100.0,0.0,6050.0,-3550.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=727&z=bib9,2017,49,DHMS
Seasonal Newspaper Ads,2016-11-01 00:00:00,2017-09-29 00:00:00,5000.0,5000.0,0,5000.0,4066.5,0.0,4066.5,933.5,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=734&z=bib9,2017,49,DHMS
Storefront Improvements-signs,2017-01-04 00:00:00,2017-06-28 00:00:00,19500.0,19500.0,0,19500.0,20320.0,0.0,20320.0,-820.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=735&z=bib9,2017,49,DHMS
Main Streets Building Sign,2017-01-31 00:00:00,2017-05-31 00:00:00,400.0,0.0,0,400.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=736&z=bib9,2017,49,DHMS
Market Analysys,2016-10-03 00:00:00,2017-08-01 00:00:00,19000.0,19000.0,0,19000.0,14750.0,0.0,14750.0,4250.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=731&z=bib9,2017,49,DHMS
SBTA Grant preparation,,,3700.0,3700.0,0,3700.0,2300.0,0.0,2300.0,1400.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=803&z=bib9,2017,49,DHMS
Annual WDCEP Neighborhoods Ad,,,1000.0,1000.0,0,1000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=804&z=bib9,2017,49,DHMS
Annual Business/Community Event,2016-12-21 00:00:00,2017-09-29 00:00:00,3000.0,3000.0,3000,6000.0,3152.79,0.0,3152.79,-152.79,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=737&z=bib9,2017,49,DHMS
Volunteer Recruitment & Retention,2016-10-03 00:00:00,2017-09-29 00:00:00,1500.0,1500.0,0,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=739&z=bib9,2017,49,DHMS
National small business week,2017-01-02 00:00:00,2017-05-30 00:00:00,1500.0,1500.0,0,1500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=740&z=bib9,2017,49,DHMS
Annual Meeting Report,2016-10-03 00:00:00,2017-02-15 00:00:00,0.0,0.0,0,0.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=730&z=bib9,2017,49,DHMS
ED salary & operations,2016-10-01 00:00:00,2017-09-30 00:00:00,38700.0,38700.0,35000,73700.0,38700.0,0.0,38700.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=750&z=bib9,2017,49,DHMS
Street banners,,,2905.0,2905.0,0,2905.0,3695.0,0.0,3695.0,-790.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=802&z=bib9,2017,49,DHMS
Audit & Accounting,,,7000.0,7000.0,0,7000.0,7000.0,0.0,7000.0,0.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=805&z=bib9,2017,49,DHMS
Training and development,,,3000.0,3000.0,0,3000.0,2812.51,0.0,2812.51,187.49,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=806&z=bib9,2017,49,DHMS
Pop Up space on NHB Ave,,,17000.0,17000.0,0,17000.0,15299.58,0.0,15299.58,1700.42,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=807&z=bib9,2017,49,DHMS
FY2017 Fund Raising,2016-10-03 00:00:00,2017-09-29 00:00:00,5500.0,5500.0,0,5500.0,3200.0,0.0,3200.0,2300.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=738&z=bib9,2017,49,DHMS
Business Promotional Event-Street Fair,2013-06-01 00:00:00,2013-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=133&z=bh9y,2013,6,CHMS
TA Implementation,2013-02-01 00:00:00,2013-09-30 00:00:00,30000.0,30000.0,0,30000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=130&z=bh9y,2013,6,CHMS
Business and Building Inventory,2013-02-01 00:00:00,2013-05-01 00:00:00,2500.0,2500.0,0,2500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=128&z=bh9y,2013,6,CHMS
Residential Community & Biz Newsletter,2013-03-01 00:00:00,2013-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=136&z=bh9y,2013,6,CHMS
Operate Effective Main Streets Program,2012-10-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,0,60000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=15&z=bh9y,2013,6,CHMS
Business Directory,2013-02-01 00:00:00,2013-04-30 00:00:00,4000.0,4000.0,0,4000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=131&z=bh9y,2013,6,CHMS
Annual Report,2013-09-01 00:00:00,2013-09-30 00:00:00,500.0,500.0,0,500.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=138&z=bh9y,2013,6,CHMS
Back to School Event,2013-08-01 00:00:00,2013-09-30 00:00:00,4914.14,4914.14,0,4914.14,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=134&z=bh9y,2013,6,CHMS
Light Pole Banners,2013-05-01 00:00:00,2013-07-31 00:00:00,8000.0,8000.0,0,8000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=126&z=bh9y,2013,6,CHMS
Collaborative Cross Promotions: Advertising,2013-02-01 00:00:00,2013-09-30 00:00:00,10000.0,10000.0,0,10000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=135&z=bh9y,2013,6,CHMS
Maintain CHMS Program Website,2013-01-01 00:00:00,2013-09-30 00:00:00,3000.0,3000.0,0,3000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=137&z=bh9y,2013,6,CHMS
Storefront Improvement Program,2013-01-01 00:00:00,2013-09-30 00:00:00,60000.0,60000.0,0,60000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=127&z=bh9y,2013,6,CHMS
Webpages for CHMS Businesses,2013-03-01 00:00:00,2013-09-30 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=132&z=bh9y,2013,6,CHMS
Business Health Checks,2013-02-01 00:00:00,2013-07-31 00:00:00,5000.0,5000.0,0,5000.0,,,,,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=129&z=bh9y,2013,6,CHMS
RIA Radio,2016-10-01 00:00:00,2017-09-30 00:00:00,11725.0,11725.0,17075,28800.0,15492.52,0.0,15492.52,-3767.52,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=624&z=bicj,2017,51,FORIA
TA - Individual,2016-10-01 00:00:00,2017-09-30 00:00:00,7000.0,7000.0,9000,16000.0,5910.0,0.0,5910.0,1090.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=625&z=bicj,2017,51,FORIA
TA - Group,2016-10-01 00:00:00,2017-09-30 00:00:00,9075.0,9075.0,10425,19500.0,5220.0,0.0,5220.0,3855.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=629&z=bicj,2017,51,FORIA
Audit,2017-01-01 00:00:00,2017-02-28 00:00:00,7000.0,7000.0,0,7000.0,6000.0,0.0,6000.0,1000.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=631&z=bicj,2017,51,FORIA
NMS Membership,2016-11-01 00:00:00,2017-09-30 00:00:00,350.0,0.0,0,350.0,350.0,0.0,350.0,-350.0,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=633&z=bicj,2017,51,FORIA
"NMSC (travel, membership & registration)",2016-12-01 00:00:00,2017-05-31 00:00:00,3000.0,3000.0,1000,4000.0,1186.96,0.0,1186.96,1813.04,https://octo.quickbase.com/db/bmnvf7rky?a=API_GenAddRecordForm&_fid_27=632&z=bicj,2017,51,FORIA
